접점코드,판매점명,실판매POS,통신사,담당영업과장
S텔23435,영)신성모바일(안양),신성모바일,후불)텔링크SK,원세영
S텔20414,준)신세계(당고개),신세계텔레콤,후불)텔링크SK,황병준
S텔23314,구)신세계(서초),신세계,후불)텔링크SK,서승구
S텔22203,수)신세계이동통신(부천),신세계이동통신,후불)텔링크SK,김성수
S텔22171,수)신세계통신(대전),신세계통신 (월평점),후불)텔링크SK,김성수
S텔20202,우)신애통신,신애통신,후불)텔링크SK,김선우
S텔25562,수)신영통신(동두천),신영통신,후불)텔링크SK,김성수
S텔20315,우)신우정보,주식회사 신우정보,후불)텔링크SK,김선우
S텔21601,영)신터미널이동통신(속초),신터미널이동통신,후불)텔링크SK,원세영
S텔16204,영)신텔레콤,신텔레콤,후불)텔링크SK,원세영
S텔20922,웅)신화텔레콤,신화텔레콤,후불)텔링크SK,정선웅
S텔21465,수)신화텔레콤(암사),신화텔레콤,후불)텔링크SK,김성수
S텔23198,열)신화하이스트,비에스(BS)모바일,후불)텔링크SK,박종열
S텔23220,열)신후커뮤니케이션(화성),신후커뮤니케이션,후불)텔링크SK,박종열
S텔22513,수)신흥텔레콤,신흥텔레콤,후불)텔링크SK,김성수
S텔23390,영)심곡텔레콤(인천),심곡텔레콤(인천),후불)텔링크SK,원세영
S텔23463,웅)심코리아,심코리아,후불)텔링크SK,정선웅
S텔21920,수)싸다폰(산본),싸다폰,후불)텔링크SK,김성수
S텔21779,구)싼타모바일,(주)엠텔레콤증산1호점,후불)텔링크SK,서승구
S텔22005,수)싼폰(덕소),싼폰마트,후불)텔링크SK,김성수
S텔22007,구)쌍문텔레콤,쌍문텔레콤,후불)텔링크SK,서승구
S텔21204,영)써니모바일(수원),써니모바일,후불)텔링크SK,원세영
S텔20318,웅)써니통신,써니통신,후불)텔링크SK,정선웅
S텔20297,준)썬다롱텔레콤,썬다롱텔레콤,후불)텔링크SK,황병준
S텔16606,영)썬정보통신(부천),썬정보통신(부천),후불)텔링크SK,원세영
S텔20535,민)썬플러스,썬플러스 중계,후불)텔링크SK,김민준
S텔16295,민)썬플러스,썬플러스(아이엠호호),후불)텔링크SK,김민준
S텔23650,민)씨스타모바일(영등포),씨스타모바일,후불)텔링크SK,김민준
S텔25378,영)씨씨인베스트먼트,씨씨인베스트먼트,후불)텔링크SK,원세영
S텔21759,영)씨씨클라쓰(주),주식회사 씨씨클라쓰 3호점,후불)텔링크SK,원세영
S텔21758,영)씨씨클라쓰(주),주식회사 씨씨클라쓰 2호점,후불)텔링크SK,원세영
S텔21757,영)씨씨클라쓰(주),씨씨클라쓰(주),후불)텔링크SK,원세영
S텔25013,영)씨앤씨모바일(천안),(주)씨앤씨모바일,후불)텔링크SK,원세영
S텔22901,영)씨앤씨모바일(천안),폰이팡 중고폰 알뜰폰 군포점,후불)텔링크SK,원세영
S텔21272,영)씨앤씨모바일(천안),(주)씨앤씨모바일(인천),후불)텔링크SK,원세영
S텔26303,구)씨앤씨컴퍼니(부산),씨앤씨컴퍼니,후불)텔링크SK,서승구
S텔24235,영)씨에이치모바일,CH모바일,후불)텔링크SK,원세영
S텔25899,민)씨엔아이통신(부천),씨엔아이,후불)텔링크SK,김민준
S텔23818,웅)씨엠알모바일,씨엠알모바일,후불)텔링크SK,정선웅
S텔20420,수)씽씽모바일(청라),씽씽모바일,후불)텔링크SK,김성수
S텔23942,영)씽씽텔레콤,씽씽텔레콤,후불)텔링크SK,원세영
S텔26374,영)씽씽텔레콤,184텔레콤,후불)텔링크SK,원세영
S텔21703,열)아남정보통신,아남정보통신,후불)텔링크SK,박종열
S텔17606,구)아라라트(오류동),아라라트(오류동),후불)텔링크SK,서승구
S텔20888,영)아름텔레콤(구로),아름텔레콤(구로),후불)텔링크SK,원세영
S텔24349,수)아벤커뮤니케이션즈(발안),아벤커뮤니케이션즈,후불)텔링크SK,김성수
S텔23186,수)아산텔레콤(아산),아산텔레콤,후불)텔링크SK,김성수
S텔23502,웅)아시아모바일(김해),아시아폰마트,후불)텔링크SK,정선웅
S텔23500,웅)아시아모바일(김해),ASUS어수스(김해),후불)텔링크SK,정선웅
S텔23489,웅)아시아모바일(김해),아시아모바일,후불)텔링크SK,정선웅
S텔20348,수)아시아텔레콤(안산),아시아텔레콤,후불)텔링크SK,김성수
S텔23669,웅)아애롱딴모바일샵(진주),아애롱딴모바일샵,후불)텔링크SK,정선웅
S텔22319,웅)아워스,아워스(OURS),후불)텔링크SK,정선웅
S텔20905,우)아이디오,아이디오(양원점),후불)텔링크SK,김선우
S텔15981,우)아이디오,아이디오,후불)텔링크SK,김선우
S텔21352,영)아이박스24(안산),아이박스24,후불)텔링크SK,원세영
S텔22204,수)아이원통신(인천),(주)아이원통신,후불)텔링크SK,김성수
S텔24365,열)아이티마켓(광주),아이티마켓,후불)텔링크SK,박종열
S텔21195,수)아이티통신(동대문),아이티(IT)통신,후불)텔링크SK,김성수
S텔16600,구)아이폰브라더스(양주),양주아이폰수리/아이폰브라더스,후불)텔링크SK,서승구
S텔26063,민)아이폰수리점,아이폰수리점,후불)텔링크SK,김민준
S텔20336,구)아이픽스굿(동해),아이픽스굿(동해),후불)텔링크SK,서승구
S텔20277,열)아트정보통신(광주),아트정보통신 선운점,후불)텔링크SK,박종열
S텔21158,수)아프로(왕십리),아프로모바일,후불)텔링크SK,김성수
S텔20937,구)아프리디,(주)아프리디트레이딩,후불)텔링크SK,서승구
S텔24419,열)아프리카폰(군포산본점),아프리카폰,후불)텔링크SK,박종열
S텔24359,수)아형폰(영등포),아형폰,후불)텔링크SK,김성수
S텔21466,영)안득휴대폰(부평),안득휴대폰(ANH DUC MOBILE),후불)텔링크SK,원세영
S텔22790,열)안성모바일(안성),안성모바일,후불)텔링크SK,박종열
S텔26368,민)안중휴대폰성지폰맛집(평택),안중휴대폰성지폰맛집,후불)텔링크SK,김민준
S텔18397,열)알뜰모바일(대구),알뜰모바일,후불)텔링크SK,박종열
S텔20931,구)알뜰온통신(독산),알뜰온통신,후불)텔링크SK,서승구
S텔24613,웅)알뜰통신(대구),알뜰통신,후불)텔링크SK,정선웅
S텔25439,준)알뜰폰(제주),알뜰폰,후불)텔링크SK,황병준
S텔26349,열)알뜰폰마켓(부산),알뜰폰마켓,후불)텔링크SK,박종열
S텔25547,웅)알뜰폰정류장(대구),알뜰폰정류장,후불)텔링크SK,정선웅
S텔25601,준)알뜰폰패밀리(세종),알뜰폰패밀리,후불)텔링크SK,황병준
S텔24652,준)알뜰휴대폰(안성),얄뜰휴대폰,후불)텔링크SK,황병준
S텔25887,준)알뜰휴대폰(평택),알뜰휴대폰평택점,후불)텔링크SK,황병준
S텔25914,열)알람폰수영점(부산),알람폰수영점(휴대폰성지대한민국폰가게알람폰수영점),후불)텔링크SK,박종열
S텔17134,우)알로통신,알로통신,후불)텔링크SK,김선우
S텔20839,우)알로통신(안산),알로통신,후불)텔링크SK,김선우
S텔20875,웅)알로하모바일,알로하모바일,후불)텔링크SK,정선웅
S텔24456,영)알투모바일(수원),R2모바일,후불)텔링크SK,원세영
S텔22231,수)알파정보통신(동인천),알파정보통신,후불)텔링크SK,김성수
S텔16464,열)알파통신,알파통신,후불)텔링크SK,박종열
S텔20693,구)압정통신,압정통신,후불)텔링크SK,서승구
S텔22646,영)애니콜(광주),애니콜(광주),후불)텔링크SK,원세영
S텔21679,민)애니콜프라자,애니콜프라자,후불)텔링크SK,김민준
S텔16592,구)애니통신&앤언니,애니통신&앤언니,후불)텔링크SK,서승구
S텔22877,웅)애플(김해),애플,후불)텔링크SK,정선웅
S텔18327,수)애플정보통신(대구),애플정보통신,후불)텔링크SK,김성수
S텔21799,구)액세스모바일(진접),액세스모바일&하랄푸드,후불)텔링크SK,서승구
S텔20273,열)앤모바일(분당),앤모바일(분당),후불)텔링크SK,박종열
S텔23380,구)앤트피디,(주)앤트 역말점,후불)텔링크SK,서승구
S텔23054,구)앤트피디,(주)앤트 신사점,후불)텔링크SK,서승구
S텔22462,구)앤트피디,폰마트,후불)텔링크SK,서승구
S텔22050,구)앤트피디,(주)앤트 혜원점,후불)텔링크SK,서승구
S텔22049,구)앤트피디,휴대폰성지,후불)텔링크SK,서승구
S텔22048,구)앤트피디,(주)앤트 구산점,후불)텔링크SK,서승구
S텔16293,구)앤트피디,앤트피디,후불)텔링크SK,서승구
S텔16623,우)양가스토어,양가스토어,후불)텔링크SK,김선우
S텔22214,영)양덕원통신(홍천),양덕원통신(홍천),후불)텔링크SK,원세영
S텔20537,수)양산아저씨,양산아저씨,후불)텔링크SK,김성수
S텔21010,우)어라운드비,어라운드비,후불)텔링크SK,김선우
S텔21924,웅)어썸(면목),어썸(면목),후불)텔링크SK,정선웅
S텔25346,웅)어썸아이앤티,(주)어썸아이앤티 용두점,후불)텔링크SK,정선웅
S텔25843,민)어진모바일(구리),어진모바일,후불)텔링크SK,김민준
S텔22657,영)엄지텔레콤(부평),엄지텔레콤,후불)텔링크SK,원세영
S텔20854,우)국대폰(어룡역점),엄청텔레콤,후불)텔링크SK,김선우
S텔21987,수)에덴비젼(방화),주식회사 에덴비젼,후불)텔링크SK,김성수
S텔25638,영)에비모바일,에비모바일,후불)텔링크SK,원세영
S텔25903,민)에스디컴퍼니,에스디컴퍼니,후불)텔링크SK,김민준
S텔22762,열)에스비모바일(제천),에스비모바일,후불)텔링크SK,박종열
S텔21032,구)에스씨컴퍼니(청주),에스씨컴퍼니,후불)텔링크SK,서승구
S텔21956,구)에스아이,에스아이,후불)텔링크SK,서승구
S텔19406,수)에스앤에이치(공릉),에스앤에이치,후불)텔링크SK,김성수
S텔22124,영)에스에이치모바일(구리),에스에이치모바일(구리),후불)텔링크SK,원세영
S텔26338,열)에스에이텔레콤(부산),에스에이텔레콤,후불)텔링크SK,박종열
S텔22371,구)에스엠모바일,에스엠모바일,후불)텔링크SK,서승구
S텔20781,웅)에스엠스토어,에스엠스토어(SM STORE),후불)텔링크SK,정선웅
S텔23583,수)에스엠컴퍼니,에스엠컴퍼니,후불)텔링크SK,김성수
S텔20137,수)에스와이(금곡),에스와이통신,후불)텔링크SK,김성수
S텔22980,열)에스와이(하남),에스와이,후불)텔링크SK,박종열
S텔20845,영)에스지텔레콤(부천),에스지텔레콤(부천),후불)텔링크SK,원세영
S텔20919,열)에스지피플(중랑),에스지피플,후불)텔링크SK,박종열
S텔21106,민)에스케이엠비(리더스),에스케이엠비,후불)텔링크SK,김민준
S텔21097,민)에스케이엠비(리더스),리더스오브이노베이션,후불)텔링크SK,김민준
S텔24236,구)에스케이텔레콤한백경원점(고창),에스케이텔레콤 한백경원점,후불)텔링크SK,서승구
S텔21747,준)에스피커뮤니티,에스피커뮤니티,후불)텔링크SK,황병준
S텔25035,열)에스피텔레콤(송파),에스피텔레콤,후불)텔링크SK,박종열
S텔22131,웅)에이스통신(광주),에이스통신,후불)텔링크SK,정선웅
S텔21741,열)에이스통신(대전),스마트통신,후불)텔링크SK,박종열
S텔15890,열)에이스통신(대전),에이스통신,후불)텔링크SK,박종열
S텔25675,열)에이스휴대폰성지(김해),진영에이스휴대폰성지,후불)텔링크SK,박종열
S텔24386,열)에이스휴대폰성지(김해),에이스휴대폰성지,후불)텔링크SK,박종열
S텔25678,열)에이스휴대폰성지(김해),이룸컴퍼니주식회사,후불)텔링크SK,박종열
S텔23729,수)에이원(문성),에이원 문성,후불)텔링크SK,김성수
S텔23730,수)에이원(상모),에이원 상모,후불)텔링크SK,김성수
S텔23997,열)에이치네트웍스(송파),에이치네트웍스,후불)텔링크SK,박종열
S텔21860,준)에이치모바일(도봉),에이치모바일,후불)텔링크SK,황병준
S텔23685,우)에이치모바일(향남),에이치 H MOBILE,후불)텔링크SK,김선우
S텔25488,구)에이치비컴퍼니(번동),에이치비컴퍼니,후불)텔링크SK,서승구
S텔22816,수)에이치비텔레콤(구리),에이치비(HB)텔레콤 구리,후불)텔링크SK,김성수
S텔21843,수)에이치비텔레콤(호평),에이치비텔레콤,후불)텔링크SK,김성수
S텔22188,영)에이치엘모바일(수원),에이치엘모바일,후불)텔링크SK,원세영
S텔16557,민)에이치와이/M,에이치와이,후불)텔링크SK,김민준
S텔20582,민)에이치케이티샵(주),(주)에이치케이티샵,후불)텔링크SK,김민준
S텔22193,수)에이치통신(파주),에이치통신,후불)텔링크SK,김성수
S텔23806,열)에이치투오정보통신,에이치투오정보통신,후불)텔링크SK,박종열
S텔21455,우)에이투젯 휴대폰,에이투젯 휴대폰,후불)텔링크SK,김선우
S텔16526,열)에이플러스(2호점),에이플러스(2호점),후불)텔링크SK,박종열
S텔17618,영)에이피(부천),에이피,후불)텔링크SK,원세영
S텔16493,구)에코페이,에코페이,후불)텔링크SK,서승구
S텔21718,영)에코폰(평택점),에코폰 평택점,후불)텔링크SK,원세영
S텔23067,열)엔네트,엔네트웍스신현점,후불)텔링크SK,박종열
S텔16381,열)엔네트,주식회사엔네트웍스,후불)텔링크SK,박종열
S텔17722,수)엔모바일(오산),엔모바일,후불)텔링크SK,김성수
S텔19007,우)엔씨정보,엔씨정보통신,후불)텔링크SK,김선우
S텔16517,구)엔씨통신(마북점),엔씨통신(마북점),후불)텔링크SK,서승구
S텔22052,구)엔케이모바일,엔케이모바일,후불)텔링크SK,서승구
S텔18762,웅)엔터컴주식회사(김해),엔터컴 주식회사,후불)텔링크SK,정선웅
S텔20704,영)엘림,엘림,후불)텔링크SK,원세영
S텔22257,수)엘비통신(신내),엘비통신,후불)텔링크SK,김성수
S텔24367,열)엘에스티,엠티엠,후불)텔링크SK,박종열
S텔17401,열)엘에스티,엘에스티,후불)텔링크SK,박종열
S텔24201,영)엘엠글로벌,주식회사 엘엠글로벌 대전점,후불)텔링크SK,원세영
S텔20925,영)엘엠글로벌,주식회사 엘엠글로벌,후불)텔링크SK,원세영
S텔25919,영)엘엠글로벌,린만모바일,후불)텔링크SK,원세영
S텔21193,구)엘제이모바일(부산),엘제이모바일(부산),후불)텔링크SK,서승구
S텔24901,웅)엘제이텔레콤(대전),엘제이텔레콤,후불)텔링크SK,정선웅
S텔23351,영)엘케이모바일(산본),엘케이모바일,후불)텔링크SK,원세영
S텔26057,영)엘케이모바일(산본),엘케이모바일 안양점,후불)텔링크SK,원세영
S텔24491,웅)엘티모바일(대전),엘티모바일,후불)텔링크SK,정선웅
S텔22784,수)엠넷(세종),엠넷 세종점,후불)텔링크SK,김성수
S텔26422,민)엠더블유텔레콤(파주),엠더블유텔레콤,후불)텔링크SK,김민준
S텔26396,민)엠모바일(인천),엠모바일,후불)텔링크SK,김민준
S텔23464,영)엠비에스포스원,(주)엠비에스포스원,후불)텔링크SK,원세영
S텔17690,영)엠앤에이모바일(평택),엠앤에이모바일(M&A MOBILE),후불)텔링크SK,원세영
S텔20270,웅)엠에스(수내),엠에스(수내),후불)텔링크SK,정선웅
S텔26360,열)엠에스모바일(평택),엠에스모바일,후불)텔링크SK,박종열
S텔23469,열)엠에스정보통신(성남),엠에스정보통신,후불)텔링크SK,박종열
S텔25174,열)엠에스텔레콤(안양),엠에스텔레콤(안양),후불)텔링크SK,박종열
S텔22871,민)엠에스플러스/M,엠에스플러스,후불)텔링크SK,김민준
S텔21591,수)엠제이모바일(석남),엠제이모바일,후불)텔링크SK,김성수
S텔16279,구)엠존,M-Zone,후불)텔링크SK,서승구
S텔23811,수)엠케이모바일,엠케이모바일,후불)텔링크SK,김성수
S텔24002,열)엠케이스타(송파),엠케이스타,후불)텔링크SK,박종열
S텔21602,민)엠텔레콤(장안),엠(M)텔레콤,후불)텔링크SK,김민준
S텔21132,영)엠티케이모바일(평택),M.T.K 모바일,후불)텔링크SK,원세영
S텔26061,수)엣지텔레콤(중화),엣지텔레콤,후불)텔링크SK,김성수
S텔21660,웅)여름텔레콤,여름,후불)텔링크SK,정선웅
S텔21880,수)여우통신(전곡),여우통신,후불)텔링크SK,김성수
S텔21126,열)여주통신(여주),여주통신,후불)텔링크SK,박종열
S텔21722,열)역말이동통신,역말이동통신,후불)텔링크SK,박종열
S텔21957,영)연모바일,연모바일,후불)텔링크SK,원세영
S텔24392,구)연모바일(부산),연모바일,후불)텔링크SK,서승구
S텔25051,열)연세통신(성남),연세통신(은행점),후불)텔링크SK,박종열
S텔20437,영)연합통신,연합통신,후불)텔링크SK,원세영
S텔26395,열)판다텔레콤3(천안),휴대폰세상,후불)텔링크SK,박종열
S텔24514,영)영대중고폰,영대중고폰,후불)텔링크SK,원세영
